,step,adult,child,limited_mobility,elder,employee,run
1696,97,6,3,0,0,4,16
1697,98,6,3,0,0,4,16
1698,99,6,3,0,0,4,16
1699,100,6,3,0,0,4,16
1700,1,0,0,0,0,0,17
1701,2,0,0,0,0,0,17
1702,3,0,0,0,0,0,17
1703,4,0,0,0,0,0,17
1704,5,0,0,0,0,0,17
1705,6,0,0,0,0,0,17
1706,7,0,0,0,0,0,17
1707,8,0,0,0,0,0,17
1708,9,0,0,0,0,0,17
1709,10,0,0,0,0,0,17
1710,11,0,0,0,0,0,17
1711,12,1,0,0,0,1,17
1712,13,1,0,0,0,1,17
1713,14,1,0,0,0,1,17
1714,15,1,0,0,0,1,17
1715,16,1,0,0,0,1,17
1716,17,1,0,0,0,1,17
1717,18,1,0,0,0,1,17
1718,19,1,0,0,0,1,17
1719,20,2,0,0,0,2,17
1720,21,2,0,0,0,2,17
1721,22,2,0,0,0,2,17
1722,23,2,0,0,0,2,17
1723,24,2,0,0,0,2,17
1724,25,2,0,0,0,2,17
1725,26,2,0,0,0,2,17
1726,27,2,0,0,0,2,17
1727,28,2,0,0,0,3,17
1728,29,2,0,0,0,3,17
1729,30,2,0,0,0,3,17
1730,31,2,0,0,0,4,17
1731,32,2,0,0,0,4,17
1732,33,2,0,0,0,4,17
1733,34,2,1,0,0,4,17
1734,35,2,1,0,0,4,17
1735,36,2,1,0,0,4,17
1736,37,2,1,0,0,4,17
1737,38,2,1,0,0,4,17
1738,39,2,1,0,0,4,17
1739,40,2,1,0,0,4,17
1740,41,2,1,0,0,4,17
1741,42,2,1,0,0,4,17
1742,43,2,1,0,0,4,17
1743,44,2,1,0,0,4,17
1744,45,2,1,0,0,4,17
1745,46,2,1,0,0,4,17
1746,47,2,1,0,0,4,17
1747,48,2,1,0,0,4,17
1748,49,2,1,0,0,4,17
1749,50,2,1,0,0,4,17
1750,51,2,1,0,0,4,17
1751,52,2,1,0,0,4,17
1752,53,2,1,0,0,4,17
1753,54,2,1,0,1,4,17
1754,55,2,1,0,1,4,17
1755,56,2,1,0,1,4,17
1756,57,2,1,0,1,4,17
1757,58,2,1,0,1,4,17
1758,59,2,1,0,1,4,17
1759,60,2,2,0,1,4,17
1760,61,2,2,0,1,4,17
1761,62,2,2,0,1,4,17
1762,63,2,2,0,1,4,17
1763,64,2,2,0,1,4,17
1764,65,2,2,0,1,4,17
1765,66,2,2,0,1,4,17
1766,67,2,2,0,1,4,17
1767,68,2,2,0,1,4,17
1768,69,2,2,0,1,4,17
1769,70,2,2,0,1,4,17
1770,71,2,2,0,1,4,17
1771,72,2,2,0,1,4,17
1772,73,2,2,0,1,4,17
1773,74,2,2,0,1,4,17
1774,75,2,2,0,1,4,17
1775,76,2,2,0,1,4,17
1776,77,2,2,0,1,4,17
1777,78,3,2,0,1,4,17
1778,79,3,2,0,1,4,17
1779,80,3,2,0,1,4,17
1780,81,3,2,0,1,4,17
1781,82,3,2,0,1,4,17
1782,83,3,2,0,1,4,17
1783,84,3,2,0,1,4,17
1784,85,3,2,0,1,4,17
1785,86,4,2,0,1,4,17
1786,87,4,2,0,1,4,17
1787,88,4,2,0,2,4,17
1788,89,4,2,0,2,4,17
1789,90,4,2,0,2,4,17
1790,91,4,2,0,2,4,17
1791,92,4,2,0,2,4,17
1792,93,4,2,0,2,4,17
1793,94,4,2,0,2,4,17
1794,95,4,2,0,2,4,17
1795,96,4,2,0,2,4,17
1796,97,4,2,0,2,4,17
1797,98,4,2,0,2,4,17
1798,99,4,2,0,2,4,17
1799,100,4,2,0,2,4,17
1800,1,0,0,0,0,0,18
1801,2,0,0,0,0,0,18
1802,3,0,0,0,0,0,18
1803,4,0,0,0,0,0,18
1804,5,0,0,0,0,0,18
1805,6,0,0,0,0,0,18
1806,7,0,0,0,0,0,18
1807,8,0,0,0,0,0,18
1808,9,0,0,0,0,0,18
1809,10,0,0,0,0,0,18
1810,11,0,0,0,0,0,18
1811,12,1,0,0,0,0,18
1812,13,1,0,0,0,0,18
1813,14,2,0,0,0,0,18
1814,15,3,0,0,0,0,18
1815,16,3,0,0,0,0,18
1816,17,3,0,0,0,0,18
1817,18,3,0,0,0,0,18
1818,19,3,0,0,0,0,18
1819,20,4,0,0,0,0,18
1820,21,4,0,0,0,0,18
1821,22,4,0,0,0,0,18
1822,23,4,0,0,0,0,18
1823,24,4,0,0,0,0,18
1824,25,4,0,0,0,0,18
1825,26,5,0,0,0,0,18
1826,27,5,0,0,0,0,18
1827,28,5,0,0,0,1,18
1828,29,6,0,0,0,1,18
1829,30,6,0,0,0,1,18
1830,31,6,0,0,0,1,18
1831,32,6,0,0,0,2,18
1832,33,6,0,0,0,3,18
1833,34,6,0,0,0,3,18
1834,35,6,0,0,0,3,18
1835,36,6,0,0,0,3,18
1836,37,6,0,0,0,3,18
1837,38,6,0,0,0,4,18
1838,39,6,0,0,0,4,18
1839,40,6,0,0,0,4,18
1840,41,6,0,0,0,4,18
1841,42,6,0,0,0,4,18
1842,43,6,0,0,0,4,18
1843,44,6,1,0,0,4,18
1844,45,6,1,0,0,4,18
1845,46,6,1,0,0,4,18
1846,47,6,1,0,0,4,18
1847,48,6,1,0,0,4,18
1848,49,6,1,0,0,4,18
1849,50,6,1,0,0,4,18
1850,51,6,1,0,0,4,18
1851,52,6,1,0,0,4,18
1852,53,6,1,0,0,4,18
1853,54,6,1,1,0,4,18
1854,55,6,1,1,0,4,18
1855,56,6,1,1,0,4,18
1856,57,6,1,1,0,4,18
1857,58,6,1,1,0,4,18
1858,59,6,1,1,0,4,18
1859,60,6,2,1,0,4,18
1860,61,6,2,1,0,4,18
1861,62,6,2,1,0,4,18
1862,63,6,2,1,0,4,18
1863,64,6,2,1,1,4,18
1864,65,6,2,1,1,4,18
1865,66,6,2,1,1,4,18
1866,67,6,2,1,1,4,18
1867,68,6,2,1,1,4,18
1868,69,6,2,1,1,4,18
1869,70,6,2,1,1,4,18
1870,71,6,2,1,1,4,18
1871,72,6,3,1,1,4,18
1872,73,6,3,1,1,4,18
1873,74,6,3,1,1,4,18
1874,75,6,3,1,1,4,18
1875,76,6,3,1,1,4,18
1876,77,6,3,1,1,4,18
1877,78,6,3,1,1,4,18
1878,79,6,3,1,1,4,18
1879,80,6,3,1,1,4,18
1880,81,6,3,1,1,4,18
1881,82,6,3,1,1,4,18
1882,83,6,3,1,1,4,18
1883,84,6,3,1,1,4,18
1884,85,6,3,1,1,4,18
1885,86,6,3,1,1,4,18
1886,87,6,3,1,1,4,18
1887,88,6,3,1,1,4,18
1888,89,6,3,1,1,4,18
1889,90,6,3,1,1,4,18
1890,91,6,3,1,1,4,18
1891,92,6,3,1,1,4,18
1892,93,6,3,1,1,4,18
1893,94,6,3,1,1,4,18
1894,95,6,3,1,1,4,18
1895,96,6,3,1,1,4,18
1896,97,6,3,1,1,4,18
1897,98,6,3,1,1,4,18
1898,99,6,3,1,1,4,18
1899,100,6,3,1,1,4,18
1900,1,0,0,0,0,0,19
1901,2,0,0,0,0,0,19
1902,3,0,0,0,0,0,19
1903,4,0,0,0,0,0,19
1904,5,0,0,0,0,0,19
1905,6,0,0,0,0,0,19
1906,7,0,0,0,0,0,19
1907,8,0,0,0,0,0,19
1908,9,0,0,0,0,0,19
1909,10,0,0,0,0,1,19
1910,11,0,0,0,0,1,19
1911,12,0,0,0,0,1,19
1912,13,0,0,0,0,1,19
1913,14,0,0,0,0,2,19
1914,15,0,0,0,0,3,19
1915,16,0,0,0,0,3,19
1916,17,0,0,0,0,3,19
1917,18,0,0,0,0,3,19
1918,19,0,0,0,0,3,19
1919,20,0,0,0,0,3,19
1920,21,0,0,0,0,3,19
1921,22,0,0,0,0,3,19
1922,23,0,0,0,0,3,19
1923,24,0,0,0,0,3,19
1924,25,0,0,0,0,3,19
1925,26,0,0,0,0,3,19
1926,27,0,0,0,0,3,19
1927,28,0,0,0,0,3,19
1928,29,0,0,0,0,3,19
1929,30,0,0,0,0,3,19
1930,31,0,0,0,0,3,19
1931,32,0,0,0,0,3,19
1932,33,0,0,0,0,4,19
1933,34,0,0,0,0,4,19
1934,35,0,0,0,0,4,19
1935,36,0,0,0,0,4,19
1936,37,0,0,0,0,4,19
1937,38,0,1,0,0,4,19
1938,39,0,1,0,0,4,19
1939,40,1,1,0,0,4,19
1940,41,1,1,0,0,4,19
1941,42,1,1,0,0,4,19
1942,43,1,1,0,0,4,19
1943,44,1,1,0,0,4,19
1944,45,1,1,0,0,4,19
1945,46,1,2,0,0,4,19
1946,47,1,2,0,0,4,19
1947,48,1,2,0,0,4,19
1948,49,1,2,0,0,4,19
1949,50,1,2,0,1,4,19
1950,51,1,2,0,1,4,19
1951,52,1,2,0,1,4,19
1952,53,1,2,0,1,4,19
1953,54,1,3,0,1,4,19
1954,55,1,3,0,1,4,19
1955,56,1,3,0,1,4,19
1956,57,1,3,0,1,4,19
1957,58,1,3,0,1,4,19
1958,59,1,3,0,1,4,19
1959,60,1,3,0,1,4,19
1960,61,1,3,0,1,4,19
1961,62,1,3,0,1,4,19
1962,63,1,3,0,1,4,19
1963,64,1,3,0,1,4,19
1964,65,1,3,0,1,4,19
1965,66,1,3,0,1,4,19
1966,67,1,3,0,1,4,19
1967,68,1,3,0,1,4,19
1968,69,1,3,0,1,4,19
1969,70,1,3,0,1,4,19
1970,71,1,3,0,1,4,19
1971,72,1,3,0,1,4,19
1972,73,1,3,0,1,4,19
1973,74,1,3,0,1,4,19
1974,75,1,3,0,1,4,19
1975,76,1,3,0,1,4,19
1976,77,1,3,0,1,4,19
1977,78,1,3,0,1,4,19
1978,79,1,3,0,1,4,19
1979,80,1,3,0,1,4,19
1980,81,1,3,0,1,4,19
1981,82,1,3,0,1,4,19
1982,83,1,3,0,1,4,19
1983,84,1,3,0,1,4,19
1984,85,1,3,0,1,4,19
1985,86,1,3,0,1,4,19
1986,87,1,3,0,1,4,19
1987,88,1,3,0,1,4,19
1988,89,1,3,0,1,4,19
1989,90,1,3,0,1,4,19
1990,91,1,3,0,1,4,19
1991,92,1,3,0,1,4,19
1992,93,2,3,0,1,4,19
1993,94,2,3,0,1,4,19
1994,95,2,3,0,1,4,19
1995,96,2,3,0,1,4,19
1996,97,2,3,0,1,4,19
1997,98,2,3,0,1,4,19
1998,99,2,3,0,1,4,19
1999,100,2,3,0,1,4,19
2000,1,0,0,0,0,0,20
2001,2,0,0,0,0,0,20
2002,3,0,0,0,0,0,20
2003,4,0,0,0,0,0,20
2004,5,0,0,0,0,0,20
2005,6,0,0,0,0,0,20
2006,7,0,0,0,0,0,20
2007,8,0,0,0,0,0,20
2008,9,0,0,0,0,0,20
2009,10,0,0,0,0,0,20
2010,11,0,0,0,0,0,20
2011,12,0,0,0,0,0,20
2012,13,0,0,0,0,0,20
2013,14,0,0,0,0,0,20
2014,15,0,0,0,0,0,20
2015,16,0,0,0,0,0,20
2016,17,0,0,0,0,0,20
2017,18,0,0,0,0,0,20
2018,19,0,0,0,0,1,20
2019,20,0,0,0,0,1,20
2020,21,0,0,0,0,2,20
2021,22,0,0,0,0,3,20
2022,23,0,0,0,0,3,20
2023,24,0,0,0,0,4,20
2024,25,1,0,0,0,4,20
2025,26,1,0,0,0,4,20
2026,27,1,0,0,0,4,20
2027,28,1,0,0,0,4,20
2028,29,1,0,0,0,4,20
2029,30,1,0,0,0,4,20
2030,31,2,0,0,0,4,20
2031,32,2,0,0,0,4,20
2032,33,2,0,0,0,4,20
2033,34,2,0,0,0,4,20
2034,35,2,0,0,0,4,20
2035,36,2,0,1,0,4,20
2036,37,2,0,1,0,4,20
2037,38,2,0,1,0,4,20
2038,39,2,0,1,0,4,20
2039,40,2,0,1,0,4,20
2040,41,2,0,1,0,4,20
2041,42,2,0,1,0,4,20
2042,43,2,0,1,0,4,20
2043,44,2,0,1,0,4,20
2044,45,2,0,1,0,4,20
2045,46,2,0,1,0,4,20
2046,47,3,0,1,0,4,20
2047,48,3,0,1,0,4,20
2048,49,4,0,1,0,4,20
2049,50,4,0,1,0,4,20
2050,51,4,0,1,0,4,20
2051,52,4,0,1,1,4,20
2052,53,4,0,1,1,4,20
2053,54,4,0,1,1,4,20
2054,55,4,0,1,1,4,20
2055,56,4,0,1,1,4,20
2056,57,4,0,1,1,4,20
2057,58,4,1,1,1,4,20
2058,59,4,1,1,1,4,20
2059,60,4,1,1,1,4,20
2060,61,4,1,1,1,4,20
2061,62,5,1,1,1,4,20
2062,63,5,1,1,1,4,20
2063,64,5,1,1,1,4,20
2064,65,5,1,1,1,4,20
2065,66,5,1,1,1,4,20
2066,67,5,1,1,1,4,20
2067,68,5,1,1,1,4,20
2068,69,5,1,1,1,4,20
2069,70,5,1,1,1,4,20
2070,71,6,1,1,1,4,20
2071,72,6,1,1,1,4,20
2072,73,6,1,1,1,4,20
2073,74,6,1,1,1,4,20
2074,75,6,1,1,1,4,20
2075,76,6,1,1,1,4,20
2076,77,6,1,1,1,4,20
2077,78,6,1,1,1,4,20
2078,79,6,1,1,1,4,20
2079,80,6,1,1,1,4,20
2080,81,6,1,1,1,4,20
2081,82,6,1,1,1,4,20
2082,83,6,1,1,1,4,20
2083,84,6,1,1,1,4,20
2084,85,6,1,1,1,4,20
2085,86,6,1,1,1,4,20
2086,87,6,1,1,1,4,20
2087,88,6,1,1,1,4,20
2088,89,6,1,1,1,4,20
2089,90,6,1,1,1,4,20
2090,91,6,1,1,1,4,20
2091,92,6,1,1,1,4,20
2092,93,6,1,1,1,4,20
2093,94,6,1,1,1,4,20
2094,95,6,1,1,1,4,20
2095,96,6,1,1,1,4,20
2096,97,6,1,1,1,4,20
2097,98,6,1,1,1,4,20
2098,99,6,1,1,1,4,20
2099,100,6,1,1,1,4,20
2100,1,0,0,0,0,0,21
2101,2,0,0,0,0,0,21
2102,3,0,0,0,0,0,21
2103,4,0,0,0,0,0,21
2104,5,0,0,0,0,0,21
2105,6,0,0,0,0,0,21
2106,7,0,0,0,0,0,21
2107,8,0,0,0,0,0,21
2108,9,0,0,0,0,0,21
2109,10,0,0,0,0,0,21
2110,11,0,0,0,0,0,21
2111,12,0,0,0,0,0,21
2112,13,0,0,0,0,0,21
2113,14,0,0,0,0,1,21
2114,15,0,0,0,0,1,21
2115,16,0,0,0,0,1,21
2116,17,0,0,0,0,1,21
2117,18,1,0,0,0,1,21
2118,19,1,0,0,0,2,21
2119,20,1,0,0,0,2,21
2120,21,1,0,0,0,2,21
2121,22,1,0,0,0,2,21
2122,23,1,0,0,0,2,21
2123,24,1,0,0,0,2,21
2124,25,1,0,0,0,2,21
2125,26,1,0,0,0,2,21
2126,27,1,0,0,0,2,21
2127,28,1,0,0,0,2,21
2128,29,2,0,0,0,2,21
2129,30,2,0,0,0,2,21
2130,31,2,0,0,0,2,21
2131,32,2,0,0,0,3,21
2132,33,2,0,0,0,3,21
2133,34,2,0,0,0,3,21
2134,35,3,0,0,0,3,21
2135,36,4,0,0,0,3,21
2136,37,4,0,0,0,3,21
2137,38,4,0,0,0,3,21
2138,39,4,0,0,0,3,21
2139,40,4,0,0,1,3,21
2140,41,4,0,0,1,3,21
2141,42,4,0,0,1,3,21
2142,43,4,0,0,1,3,21
2143,44,4,0,0,1,3,21
2144,45,5,0,0,1,3,21
2145,46,5,0,0,1,3,21
2146,47,5,0,0,1,3,21
2147,48,5,0,0,1,3,21
2148,49,5,0,0,1,3,21
2149,50,5,0,0,1,3,21
2150,51,5,0,0,1,3,21
2151,52,5,0,0,1,3,21
2152,53,5,0,0,1,3,21
2153,54,5,0,0,1,3,21
2154,55,5,0,0,1,3,21
2155,56,5,0,0,1,3,21
2156,57,5,0,0,1,3,21
2157,58,5,0,0,1,3,21
2158,59,5,0,0,1,3,21
2159,60,5,0,0,1,3,21
2160,61,6,0,0,1,3,21
2161,62,6,0,0,1,4,21
2162,63,6,0,0,1,4,21
2163,64,6,0,0,1,4,21
2164,65,6,0,0,1,4,21
2165,66,6,0,0,1,4,21
2166,67,6,0,0,1,4,21
2167,68,6,0,0,1,4,21
2168,69,6,0,0,1,4,21
2169,70,6,0,0,1,4,21
2170,71,6,0,0,1,4,21
2171,72,6,1,0,1,4,21
2172,73,6,1,0,1,4,21
2173,74,6,1,0,1,4,21
2174,75,6,1,0,1,4,21
2175,76,6,1,0,1,4,21
2176,77,6,1,0,1,4,21
2177,78,6,1,0,1,4,21
2178,79,6,1,0,1,4,21
2179,80,6,1,0,1,4,21
2180,81,6,1,0,1,4,21
2181,82,6,1,0,1,4,21
2182,83,6,1,0,1,4,21
2183,84,6,1,0,1,4,21
2184,85,6,1,0,1,4,21
2185,86,6,1,0,1,4,21
2186,87,6,1,0,1,4,21
2187,88,6,1,0,1,4,21
2188,89,6,1,0,1,4,21
2189,90,6,1,0,1,4,21
2190,91,6,1,0,1,4,21
2191,92,6,1,0,1,4,21
2192,93,6,1,0,1,4,21
2193,94,6,1,0,1,4,21
2194,95,6,1,0,1,4,21
2195,96,6,1,0,1,4,21
2196,97,6,1,0,1,4,21
2197,98,6,1,0,1,4,21
2198,99,6,1,0,1,4,21
2199,100,6,1,0,1,4,21
2200,1,0,1,0,0,0,22
2201,2,0,1,0,0,0,22
2202,3,0,1,0,0,0,22
2203,4,0,1,0,0,0,22
2204,5,0,1,0,0,0,22
2205,6,0,1,0,0,1,22
2206,7,0,1,0,0,1,22
2207,8,0,1,0,0,1,22
2208,9,0,1,0,0,1,22
2209,10,0,1,0,0,1,22
2210,11,1,1,0,0,1,22
2211,12,1,1,0,0,1,22
2212,13,2,1,0,0,1,22
2213,14,2,1,0,0,1,22
2214,15,2,1,0,0,1,22
2215,16,2,1,0,0,1,22
2216,17,2,1,0,0,1,22
2217,18,2,1,0,0,1,22
2218,19,2,1,0,0,1,22
2219,20,2,1,0,0,1,22
2220,21,2,1,0,0,2,22
2221,22,2,1,0,0,2,22
2222,23,2,1,0,0,2,22
2223,24,2,1,0,0,2,22
2224,25,2,1,0,0,2,22
2225,26,3,1,0,0,3,22
2226,27,3,1,0,0,3,22
2227,28,3,1,0,0,3,22
2228,29,3,1,0,0,3,22
2229,30,3,1,0,0,3,22
2230,31,3,1,0,0,3,22
2231,32,3,1,0,0,3,22
2232,33,3,1,0,0,3,22
2233,34,3,1,0,0,3,22
2234,35,3,1,0,0,3,22
2235,36,3,1,0,0,3,22
2236,37,3,1,0,0,3,22
2237,38,3,1,0,0,3,22
2238,39,3,1,0,0,3,22
2239,40,3,1,0,0,3,22
2240,41,3,1,0,0,3,22
2241,42,3,1,0,0,3,22
2242,43,3,1,0,0,3,22
2243,44,3,1,0,0,3,22
2244,45,3,1,0,0,3,22
2245,46,3,1,0,0,3,22
2246,47,3,1,0,0,3,22
2247,48,3,1,0,0,3,22
2248,49,4,1,0,0,3,22
2249,50,4,1,0,0,3,22
2250,51,4,1,0,0,3,22
2251,52,4,1,0,0,3,22
2252,53,4,1,0,0,3,22
2253,54,4,1,0,0,3,22
2254,55,4,1,0,0,3,22
2255,56,4,1,0,0,3,22
2256,57,4,1,0,0,3,22
2257,58,4,1,0,0,3,22
2258,59,4,1,0,0,3,22
2259,60,6,1,0,0,3,22
2260,61,6,1,0,0,3,22
2261,62,6,1,0,0,3,22
2262,63,6,1,0,0,3,22
2263,64,6,1,0,0,3,22
2264,65,6,1,0,0,3,22
2265,66,6,1,0,0,3,22
2266,67,6,1,0,0,3,22
2267,68,6,1,0,0,3,22
2268,69,6,1,0,0,3,22
2269,70,6,1,0,0,3,22
2270,71,6,1,0,0,3,22
2271,72,6,1,0,1,3,22
2272,73,6,1,0,1,3,22
2273,74,6,1,0,1,3,22
2274,75,6,1,0,1,3,22
2275,76,6,1,0,1,3,22
2276,77,6,1,0,1,3,22
2277,78,6,1,0,1,3,22
2278,79,6,1,0,1,3,22
2279,80,6,1,0,1,3,22
2280,81,6,1,0,1,3,22
2281,82,6,1,0,1,3,22
2282,83,6,1,0,1,3,22
2283,84,6,1,0,1,3,22
2284,85,6,1,0,1,3,22
2285,86,6,1,0,1,3,22
2286,87,6,1,0,1,3,22
2287,88,6,1,0,1,3,22
2288,89,6,1,0,1,3,22
2289,90,6,1,0,1,3,22
2290,91,6,1,0,1,3,22
2291,92,6,1,0,1,3,22
2292,93,6,1,0,1,3,22
2293,94,6,1,0,1,3,22
2294,95,6,1,0,1,3,22
2295,96,6,1,0,1,3,22
2296,97,6,1,0,1,3,22
2297,98,6,1,0,1,3,22
2298,99,6,1,0,1,3,22
2299,100,6,1,0,1,3,22
2300,1,1,0,0,0,0,23
2301,2,1,0,0,0,0,23
2302,3,1,0,0,0,0,23
2303,4,1,0,0,0,0,23
2304,5,1,0,0,0,0,23
2305,6,1,0,0,0,0,23
2306,7,1,0,0,0,0,23
2307,8,1,0,0,0,0,23
2308,9,1,0,0,0,0,23
2309,10,1,0,0,0,0,23
2310,11,1,0,0,0,0,23
2311,12,1,0,0,0,0,23
2312,13,1,0,0,0,0,23
2313,14,1,0,0,0,0,23
2314,15,1,0,0,0,0,23
2315,16,1,0,0,0,0,23
2316,17,1,0,0,0,0,23
2317,18,1,0,0,0,0,23
2318,19,1,0,0,0,0,23
2319,20,1,0,0,0,0,23
2320,21,1,0,0,0,0,23
2321,22,1,0,0,0,0,23
2322,23,1,0,0,0,0,23
2323,24,2,1,0,0,1,23
2324,25,3,1,0,0,2,23
2325,26,3,1,0,0,2,23
2326,27,3,1,0,0,2,23
2327,28,3,1,0,0,3,23
2328,29,3,1,0,0,4,23
2329,30,3,1,0,0,4,23
2330,31,3,1,0,0,4,23
2331,32,3,1,0,0,4,23
2332,33,3,1,0,0,4,23
2333,34,3,1,0,0,4,23
2334,35,3,1,0,0,4,23
2335,36,3,1,0,0,4,23
2336,37,3,1,0,0,4,23
2337,38,3,1,0,0,4,23
2338,39,3,1,0,0,4,23
2339,40,3,1,0,0,4,23
2340,41,3,1,0,0,4,23
2341,42,3,1,0,0,4,23
2342,43,3,1,0,0,4,23
2343,44,3,1,0,0,4,23
2344,45,3,1,0,0,4,23
2345,46,3,1,0,0,4,23
2346,47,3,1,0,0,4,23
2347,48,3,1,0,0,4,23
2348,49,3,1,0,0,4,23
2349,50,3,1,0,0,4,23
2350,51,3,1,0,0,4,23
2351,52,3,1,0,0,4,23
2352,53,3,1,0,0,4,23
2353,54,3,1,0,0,4,23
2354,55,3,1,0,0,4,23
2355,56,3,1,0,0,4,23
2356,57,3,1,0,0,4,23
2357,58,3,1,0,0,4,23
2358,59,3,1,0,0,4,23
2359,60,3,1,0,0,4,23
2360,61,3,1,0,0,4,23
2361,62,3,1,0,0,4,23
2362,63,3,1,0,0,4,23
2363,64,3,1,0,0,4,23
2364,65,3,1,0,0,4,23
2365,66,4,1,0,0,4,23
2366,67,4,1,0,0,4,23
2367,68,4,1,0,0,4,23
2368,69,4,1,1,0,4,23
2369,70,4,1,1,0,4,23
2370,71,4,1,1,0,4,23
2371,72,4,1,1,0,4,23
2372,73,5,1,1,0,4,23
2373,74,5,1,1,0,4,23
2374,75,5,1,1,0,4,23
2375,76,5,1,1,0,4,23
2376,77,5,1,1,0,4,23
2377,78,5,1,1,0,4,23
2378,79,5,1,1,0,4,23
2379,80,5,1,1,0,4,23
2380,81,5,1,1,0,4,23
2381,82,5,1,1,0,4,23
2382,83,5,1,1,0,4,23
2383,84,5,1,1,0,4,23
2384,85,5,1,1,0,4,23
2385,86,5,2,1,0,4,23
2386,87,5,2,1,0,4,23
2387,88,5,2,1,0,4,23
2388,89,5,2,1,0,4,23
2389,90,5,2,1,0,4,23
2390,91,5,2,1,0,4,23
2391,92,5,2,1,0,4,23
2392,93,5,2,1,0,4,23
2393,94,5,2,1,0,4,23
2394,95,6,2,1,0,4,23
2395,96,6,2,1,0,4,23
2396,97,6,2,1,0,4,23
2397,98,6,2,1,0,4,23
2398,99,6,2,1,0,4,23
2399,100,6,2,1,0,4,23
2400,1,0,0,0,0,0,24
2401,2,0,0,0,0,0,24
2402,3,0,0,0,0,0,24
2403,4,0,0,0,0,0,24
2404,5,0,0,0,0,0,24
2405,6,0,0,0,0,0,24
2406,7,0,0,0,0,0,24
2407,8,0,0,0,0,0,24
2408,9,0,0,0,0,0,24
2409,10,0,0,0,0,0,24
2410,11,0,0,0,0,0,24
2411,12,0,0,0,0,0,24
2412,13,0,0,0,0,0,24
2413,14,0,0,0,0,0,24
2414,15,0,0,0,0,0,24
2415,16,0,0,0,0,0,24
2416,17,0,0,0,0,0,24
2417,18,0,0,0,0,0,24
2418,19,0,0,0,0,0,24
2419,20,0,0,0,0,1,24
2420,21,0,0,0,0,1,24
2421,22,0,0,0,0,2,24
2422,23,0,0,0,0,2,24
2423,24,0,0,0,0,2,24
2424,25,0,0,0,0,2,24
2425,26,0,0,0,0,2,24
2426,27,0,0,0,0,2,24
2427,28,0,0,0,0,2,24
2428,29,0,0,0,0,2,24
2429,30,0,0,0,0,2,24
2430,31,0,0,0,0,2,24
2431,32,0,0,0,0,4,24
2432,33,0,0,0,0,4,24
2433,34,0,0,0,0,4,24
2434,35,0,0,0,0,4,24
2435,36,0,1,0,0,4,24
2436,37,0,1,0,0,4,24
2437,38,0,1,0,1,4,24
2438,39,0,1,0,1,4,24
2439,40,0,1,0,1,4,24
2440,41,0,1,0,1,4,24
2441,42,1,1,0,1,4,24
2442,43,1,1,0,1,4,24
2443,44,2,1,0,1,4,24
2444,45,2,1,0,1,4,24
2445,46,2,1,0,1,4,24
2446,47,2,1,0,1,4,24
2447,48,2,1,0,1,4,24
2448,49,2,1,0,1,4,24
2449,50,2,1,0,1,4,24
2450,51,2,1,0,1,4,24
2451,52,2,1,0,1,4,24
2452,53,3,1,0,1,4,24
2453,54,3,1,0,1,4,24
2454,55,3,1,0,1,4,24
2455,56,3,1,0,1,4,24
2456,57,3,1,0,1,4,24
2457,58,3,1,0,1,4,24
2458,59,3,1,0,1,4,24
2459,60,3,1,0,1,4,24
2460,61,3,1,0,1,4,24
2461,62,4,1,0,1,4,24
2462,63,4,1,0,1,4,24
2463,64,4,1,0,1,4,24
2464,65,4,1,0,1,4,24
2465,66,4,1,0,1,4,24
2466,67,4,1,0,1,4,24
2467,68,4,2,0,1,4,24
2468,69,4,2,0,1,4,24
2469,70,4,2,0,1,4,24
2470,71,4,2,0,1,4,24
2471,72,4,2,0,1,4,24
2472,73,4,2,0,1,4,24
2473,74,4,2,0,1,4,24
2474,75,4,2,0,1,4,24
2475,76,4,3,0,1,4,24
2476,77,4,3,0,1,4,24
2477,78,4,3,0,1,4,24
2478,79,4,3,0,1,4,24
2479,80,4,3,0,1,4,24
2480,81,4,3,0,1,4,24
2481,82,4,3,0,1,4,24
2482,83,4,3,0,1,4,24
2483,84,4,3,0,1,4,24
2484,85,4,3,0,1,4,24
2485,86,4,3,0,1,4,24
2486,87,4,3,0,1,4,24
2487,88,4,3,0,1,4,24
2488,89,4,3,0,1,4,24
2489,90,4,3,0,1,4,24
2490,91,4,3,0,1,4,24
2491,92,4,3,0,1,4,24
2492,93,4,3,0,1,4,24
2493,94,4,3,0,1,4,24
2494,95,4,3,0,1,4,24
2495,96,4,3,0,1,4,24
2496,97,4,3,0,1,4,24
2497,98,4,3,0,1,4,24
2498,99,5,3,0,1,4,24
2499,100,5,3,0,1,4,24
2500,1,0,0,0,0,0,25
2501,2,0,0,0,0,0,25
2502,3,0,0,0,0,0,25
2503,4,0,0,0,0,0,25
2504,5,0,0,0,0,0,25
2505,6,0,0,0,0,0,25
2506,7,0,0,0,0,0,25
2507,8,0,1,0,0,0,25
2508,9,0,1,0,0,0,25
2509,10,0,1,0,0,0,25
2510,11,0,1,0,0,0,25
2511,12,0,1,0,0,0,25
2512,13,0,1,0,0,0,25
2513,14,0,1,0,0,0,25
2514,15,0,1,0,0,0,25
2515,16,0,1,0,0,2,25
2516,17,0,1,0,0,2,25
2517,18,0,2,0,0,2,25
