,step,adult,child,limited_mobility,elder,employee,run
866,67,3,1,0,0,4,8
867,68,4,1,0,0,4,8
868,69,4,1,0,0,4,8
869,70,4,1,0,0,4,8
870,71,4,1,0,0,4,8
871,72,4,1,0,0,4,8
872,73,4,1,0,0,4,8
873,74,4,1,0,0,4,8
874,75,4,1,0,0,4,8
875,76,4,1,0,0,4,8
876,77,4,1,0,0,4,8
877,78,4,1,0,0,4,8
878,79,4,1,0,0,4,8
879,80,4,1,0,0,4,8
880,81,4,1,0,0,4,8
881,82,4,1,0,0,4,8
882,83,4,1,0,0,4,8
883,84,4,1,0,0,4,8
884,85,4,1,0,0,4,8
885,86,4,1,0,0,4,8
886,87,4,1,0,0,4,8
887,88,4,2,0,0,4,8
888,89,4,2,0,0,4,8
889,90,4,2,0,0,4,8
890,91,4,2,0,0,4,8
891,92,4,3,0,0,4,8
892,93,5,3,0,0,4,8
893,94,5,3,0,0,4,8
894,95,5,3,0,0,4,8
895,96,5,3,0,0,4,8
896,97,5,3,0,0,4,8
897,98,5,3,0,0,4,8
898,99,5,3,0,0,4,8
899,100,5,3,0,0,4,8
900,1,0,1,0,0,0,9
901,2,0,1,0,0,1,9
902,3,0,1,0,0,1,9
903,4,0,1,0,0,1,9
904,5,0,1,0,0,1,9
905,6,0,1,0,0,1,9
906,7,0,1,0,0,1,9
907,8,0,1,0,0,1,9
908,9,0,1,0,0,1,9
909,10,0,1,0,0,1,9
910,11,0,1,0,0,1,9
911,12,1,1,0,0,1,9
912,13,1,1,0,0,1,9
913,14,1,1,0,0,1,9
914,15,1,1,0,0,1,9
915,16,1,1,0,0,1,9
916,17,1,1,0,0,1,9
917,18,2,1,0,0,1,9
918,19,3,1,0,0,1,9
919,20,3,1,0,0,1,9
920,21,3,1,0,0,1,9
921,22,3,1,0,0,1,9
922,23,3,1,0,0,2,9
923,24,3,1,0,0,2,9
924,25,3,1,0,0,2,9
925,26,3,1,0,0,2,9
926,27,3,1,0,0,2,9
927,28,3,1,0,0,2,9
928,29,3,1,0,0,2,9
929,30,3,1,0,0,2,9
930,31,3,1,0,0,2,9
931,32,3,1,0,0,2,9
932,33,3,1,0,0,3,9
933,34,3,1,0,0,3,9
934,35,3,1,0,0,3,9
935,36,3,1,1,0,3,9
936,37,3,1,1,0,3,9
937,38,3,1,1,0,3,9
938,39,3,1,1,0,3,9
939,40,3,1,1,0,3,9
940,41,3,1,1,0,3,9
941,42,3,1,1,0,3,9
942,43,3,1,1,0,3,9
943,44,3,1,1,0,3,9
944,45,3,1,1,0,3,9
945,46,3,1,1,0,3,9
946,47,3,1,1,0,3,9
947,48,3,1,1,0,3,9
948,49,3,1,1,0,3,9
949,50,4,1,1,0,3,9
950,51,4,1,1,0,3,9
951,52,4,1,1,0,3,9
952,53,4,1,1,0,3,9
953,54,4,1,1,0,3,9
954,55,4,1,1,0,3,9
955,56,4,1,1,0,3,9
956,57,4,1,1,0,4,9
957,58,4,1,1,0,4,9
958,59,4,1,1,0,4,9
959,60,4,1,1,0,4,9
960,61,4,1,1,0,4,9
961,62,4,1,1,0,4,9
962,63,4,1,1,0,4,9
963,64,4,1,1,0,4,9
964,65,4,1,1,0,4,9
965,66,4,1,2,0,4,9
966,67,4,1,2,0,4,9
967,68,4,1,2,0,4,9
968,69,4,1,2,0,4,9
969,70,4,1,2,0,4,9
970,71,4,1,2,0,4,9
971,72,4,1,2,0,4,9
972,73,4,1,2,0,4,9
973,74,4,1,2,0,4,9
974,75,4,1,2,0,4,9
975,76,5,1,2,0,4,9
976,77,5,1,2,0,4,9
977,78,5,1,2,0,4,9
978,79,5,1,2,0,4,9
979,80,5,1,2,0,4,9
980,81,5,1,2,0,4,9
981,82,5,1,2,0,4,9
982,83,5,1,2,0,4,9
983,84,5,1,2,0,4,9
984,85,5,1,2,0,4,9
985,86,5,1,2,1,4,9
986,87,5,1,2,1,4,9
987,88,5,1,2,1,4,9
988,89,5,1,2,1,4,9
989,90,5,1,2,1,4,9
990,91,5,1,2,1,4,9
991,92,5,1,2,1,4,9
992,93,6,1,2,1,4,9
993,94,6,1,2,1,4,9
994,95,6,1,2,1,4,9
995,96,6,1,2,1,4,9
996,97,6,1,2,1,4,9
997,98,6,1,2,1,4,9
998,99,6,1,2,1,4,9
999,100,6,1,2,2,4,9
1000,1,0,0,0,0,0,10
1001,2,0,0,0,0,0,10
1002,3,0,0,0,0,0,10
1003,4,0,0,0,0,0,10
1004,5,0,0,0,0,0,10
1005,6,0,0,0,0,0,10
1006,7,0,0,0,0,0,10
1007,8,0,0,0,0,0,10
1008,9,0,0,0,0,0,10
1009,10,0,0,0,0,0,10
1010,11,0,0,0,0,0,10
1011,12,0,0,0,0,1,10
1012,13,0,0,0,0,1,10
1013,14,0,0,0,0,1,10
1014,15,0,0,0,0,2,10
1015,16,0,0,0,0,2,10
1016,17,0,0,0,0,2,10
1017,18,0,0,0,0,2,10
1018,19,0,0,0,0,2,10
1019,20,0,0,0,0,2,10
1020,21,0,0,0,0,2,10
1021,22,0,0,0,0,2,10
1022,23,0,0,0,0,2,10
1023,24,0,0,0,0,2,10
1024,25,0,0,0,0,2,10
1025,26,0,0,0,0,2,10
1026,27,0,0,0,0,2,10
1027,28,1,0,0,0,2,10
1028,29,1,0,0,0,3,10
1029,30,1,0,0,0,3,10
1030,31,1,0,0,0,3,10
1031,32,1,0,0,0,3,10
1032,33,1,0,0,0,4,10
1033,34,1,0,0,0,4,10
1034,35,1,0,0,0,4,10
1035,36,1,0,0,0,4,10
1036,37,1,0,0,0,4,10
1037,38,2,0,0,0,4,10
1038,39,2,0,0,0,4,10
1039,40,2,0,0,0,4,10
1040,41,2,0,0,0,4,10
1041,42,2,0,0,0,4,10
1042,43,3,0,0,0,4,10
1043,44,3,0,0,0,4,10
1044,45,3,0,0,0,4,10
1045,46,3,0,0,0,4,10
1046,47,3,0,0,0,4,10
1047,48,3,0,0,0,4,10
1048,49,4,0,0,0,4,10
1049,50,4,0,0,0,4,10
1050,51,4,0,0,0,4,10
1051,52,4,0,0,0,4,10
1052,53,4,0,0,0,4,10
1053,54,5,0,0,0,4,10
1054,55,5,0,0,0,4,10
1055,56,5,0,0,0,4,10
1056,57,5,0,0,0,4,10
1057,58,5,0,0,0,4,10
1058,59,5,0,0,0,4,10
1059,60,5,0,0,0,4,10
1060,61,5,0,0,0,4,10
1061,62,5,0,0,0,4,10
1062,63,5,0,0,0,4,10
1063,64,5,0,0,0,4,10
1064,65,5,0,0,0,4,10
1065,66,6,0,0,0,4,10
1066,67,6,0,0,0,4,10
1067,68,6,0,0,0,4,10
1068,69,6,0,0,0,4,10
1069,70,6,0,0,0,4,10
1070,71,6,0,0,0,4,10
1071,72,6,0,0,0,4,10
1072,73,6,0,0,0,4,10
1073,74,6,0,0,0,4,10
1074,75,6,0,0,0,4,10
1075,76,6,0,0,0,4,10
1076,77,6,0,0,0,4,10
1077,78,6,0,0,0,4,10
1078,79,6,0,0,0,4,10
1079,80,6,0,0,0,4,10
1080,81,6,0,0,0,4,10
1081,82,6,0,0,0,4,10
1082,83,6,0,0,0,4,10
1083,84,7,0,0,0,4,10
1084,85,7,0,0,0,4,10
1085,86,7,0,0,0,4,10
1086,87,7,0,0,0,4,10
1087,88,7,0,0,0,4,10
1088,89,7,0,0,0,4,10
1089,90,7,0,0,0,4,10
1090,91,7,0,0,0,4,10
1091,92,7,0,0,0,4,10
1092,93,7,0,0,0,4,10
1093,94,7,0,0,0,4,10
1094,95,7,0,0,0,4,10
1095,96,7,0,0,0,4,10
1096,97,7,0,0,0,4,10
1097,98,7,0,0,0,4,10
1098,99,7,0,0,0,4,10
1099,100,7,0,0,0,4,10
1100,1,0,0,0,0,0,11
1101,2,0,0,0,0,0,11
1102,3,0,0,0,0,0,11
1103,4,0,0,0,0,0,11
1104,5,0,0,0,0,0,11
1105,6,0,0,0,0,0,11
1106,7,0,0,0,0,0,11
1107,8,0,0,0,0,0,11
1108,9,0,0,0,0,0,11
1109,10,0,0,0,0,0,11
1110,11,0,0,0,0,0,11
1111,12,0,0,0,0,1,11
1112,13,0,0,0,0,1,11
1113,14,0,0,0,0,1,11
1114,15,0,0,0,0,1,11
1115,16,0,0,0,0,2,11
1116,17,0,0,0,0,2,11
1117,18,0,0,0,0,2,11
1118,19,0,0,0,0,2,11
1119,20,0,0,0,0,2,11
1120,21,0,0,0,0,2,11
1121,22,1,0,0,0,2,11
1122,23,1,0,0,0,2,11
1123,24,1,0,0,0,2,11
1124,25,2,0,0,0,2,11
1125,26,2,0,0,1,2,11
1126,27,2,0,0,1,2,11
1127,28,2,0,0,1,2,11
1128,29,2,0,0,1,2,11
1129,30,2,0,0,1,2,11
1130,31,2,0,0,1,2,11
1131,32,2,0,0,1,2,11
1132,33,2,0,0,1,2,11
1133,34,2,0,0,1,2,11
1134,35,2,0,0,1,2,11
1135,36,2,0,0,1,3,11
1136,37,2,0,0,1,3,11
1137,38,2,1,0,1,3,11
1138,39,2,1,0,1,3,11
1139,40,2,1,0,1,3,11
1140,41,2,1,0,1,3,11
1141,42,2,1,0,1,3,11
1142,43,2,1,0,1,3,11
1143,44,2,1,0,1,3,11
1144,45,2,1,0,1,3,11
1145,46,2,1,0,1,3,11
1146,47,2,1,0,1,3,11
1147,48,2,1,0,1,3,11
1148,49,2,1,0,1,3,11
1149,50,2,1,0,1,3,11
1150,51,2,1,0,1,3,11
1151,52,2,1,0,1,3,11
1152,53,2,1,0,1,3,11
1153,54,2,1,0,1,3,11
1154,55,2,1,0,1,3,11
1155,56,2,1,0,1,3,11
1156,57,2,1,0,1,3,11
1157,58,2,1,0,1,4,11
1158,59,2,1,0,1,4,11
1159,60,3,1,0,1,4,11
1160,61,3,1,0,1,4,11
1161,62,3,1,0,1,4,11
1162,63,3,1,0,1,4,11
1163,64,3,1,0,1,4,11
1164,65,3,1,0,1,4,11
1165,66,3,1,0,1,4,11
1166,67,4,1,0,1,4,11
1167,68,4,1,0,1,4,11
1168,69,4,1,0,1,4,11
1169,70,5,1,0,1,4,11
1170,71,5,1,0,1,4,11
1171,72,5,1,0,1,4,11
1172,73,5,1,0,1,4,11
1173,74,5,1,0,1,4,11
1174,75,5,1,0,1,4,11
1175,76,5,1,0,1,4,11
1176,77,5,1,0,1,4,11
1177,78,5,1,0,1,4,11
1178,79,5,1,0,1,4,11
1179,80,5,1,0,1,4,11
1180,81,5,1,0,1,4,11
1181,82,5,1,0,1,4,11
1182,83,5,1,0,1,4,11
1183,84,5,2,0,1,4,11
1184,85,5,2,0,1,4,11
1185,86,5,2,0,1,4,11
1186,87,5,2,0,1,4,11
1187,88,5,2,0,1,4,11
1188,89,5,2,0,1,4,11
1189,90,5,2,0,1,4,11
1190,91,5,2,0,1,4,11
1191,92,5,2,0,1,4,11
1192,93,5,2,0,1,4,11
1193,94,5,2,0,1,4,11
1194,95,5,2,0,1,4,11
1195,96,5,2,0,1,4,11
1196,97,5,2,0,1,4,11
1197,98,5,2,0,1,4,11
1198,99,5,2,0,1,4,11
1199,100,5,2,0,1,4,11
1200,1,0,1,0,0,0,12
1201,2,0,1,0,0,0,12
1202,3,0,1,0,0,0,12
1203,4,0,1,0,0,0,12
1204,5,0,1,0,0,0,12
1205,6,0,1,0,0,0,12
1206,7,0,1,0,0,0,12
1207,8,0,1,0,0,0,12
1208,9,0,1,0,0,0,12
1209,10,0,1,0,0,0,12
1210,11,0,1,0,0,0,12
1211,12,0,1,0,0,0,12
1212,13,0,1,0,0,0,12
1213,14,0,1,0,0,0,12
1214,15,0,1,0,0,0,12
1215,16,0,1,0,0,0,12
1216,17,0,1,0,0,0,12
1217,18,0,1,0,0,0,12
1218,19,0,1,0,0,0,12
1219,20,0,1,0,0,0,12
1220,21,0,1,0,0,0,12
1221,22,0,1,0,0,0,12
1222,23,0,1,0,0,0,12
1223,24,0,1,0,0,0,12
1224,25,0,1,0,0,0,12
1225,26,0,1,0,0,0,12
1226,27,0,1,0,0,0,12
1227,28,0,1,0,0,0,12
1228,29,0,1,0,0,0,12
1229,30,0,1,0,0,0,12
1230,31,0,1,0,0,0,12
1231,32,0,1,0,0,0,12
1232,33,0,1,0,0,1,12
1233,34,1,1,0,0,1,12
1234,35,1,1,0,0,1,12
1235,36,1,1,1,0,2,12
1236,37,1,1,1,0,2,12
1237,38,1,1,1,0,2,12
1238,39,1,1,1,0,2,12
1239,40,1,1,1,0,2,12
1240,41,1,1,1,0,2,12
1241,42,1,1,1,0,2,12
1242,43,1,1,1,0,2,12
1243,44,1,1,1,0,2,12
1244,45,1,1,1,0,2,12
1245,46,1,1,1,0,2,12
1246,47,1,1,1,0,3,12
1247,48,1,1,1,0,3,12
1248,49,1,1,1,0,3,12
1249,50,1,2,1,0,3,12
1250,51,1,2,1,0,3,12
1251,52,1,2,1,1,3,12
1252,53,2,2,1,1,3,12
1253,54,2,2,1,1,4,12
1254,55,2,2,1,1,4,12
1255,56,2,2,1,1,4,12
1256,57,2,2,1,1,4,12
1257,58,2,2,1,1,4,12
1258,59,2,2,1,1,4,12
1259,60,2,2,1,1,4,12
1260,61,2,2,1,1,4,12
1261,62,2,2,1,1,4,12
1262,63,3,2,1,1,4,12
1263,64,3,2,1,1,4,12
1264,65,3,2,1,1,4,12
1265,66,3,2,1,1,4,12
1266,67,3,2,1,1,4,12
1267,68,3,2,1,1,4,12
1268,69,3,2,1,1,4,12
1269,70,3,2,1,1,4,12
1270,71,3,2,1,1,4,12
1271,72,3,2,1,1,4,12
1272,73,3,2,1,1,4,12
1273,74,3,2,1,1,4,12
1274,75,3,2,1,1,4,12
1275,76,3,2,1,1,4,12
1276,77,3,2,1,1,4,12
1277,78,4,2,1,1,4,12
1278,79,4,2,1,1,4,12
1279,80,4,2,1,1,4,12
1280,81,4,2,1,1,4,12
1281,82,4,2,1,1,4,12
1282,83,4,2,1,1,4,12
1283,84,4,2,1,1,4,12
1284,85,4,2,1,1,4,12
1285,86,4,2,1,1,4,12
1286,87,4,2,1,1,4,12
1287,88,4,2,1,1,4,12
1288,89,4,2,1,1,4,12
1289,90,4,2,1,1,4,12
1290,91,4,2,1,1,4,12
1291,92,4,2,1,1,4,12
1292,93,5,2,1,1,4,12
1293,94,5,2,1,1,4,12
1294,95,5,2,1,1,4,12
1295,96,5,2,1,1,4,12
1296,97,5,2,1,1,4,12
1297,98,5,2,1,1,4,12
1298,99,5,2,1,1,4,12
1299,100,5,2,1,1,4,12
1300,1,0,0,0,0,0,13
1301,2,0,0,0,0,0,13
1302,3,0,0,0,0,0,13
1303,4,0,0,0,0,0,13
1304,5,0,0,0,0,0,13
1305,6,0,0,0,0,0,13
1306,7,0,0,0,0,0,13
1307,8,0,0,0,0,0,13
1308,9,0,0,0,0,0,13
1309,10,0,0,0,0,0,13
1310,11,0,0,0,0,0,13
1311,12,0,0,0,0,0,13
1312,13,0,0,0,0,0,13
1313,14,0,0,0,0,0,13
1314,15,0,0,0,0,0,13
1315,16,0,0,0,0,0,13
1316,17,0,0,0,0,0,13
1317,18,0,1,0,0,0,13
1318,19,0,1,0,0,0,13
1319,20,0,1,0,0,0,13
1320,21,0,1,0,0,1,13
1321,22,0,1,0,0,2,13
1322,23,0,1,0,0,2,13
1323,24,0,1,0,0,2,13
1324,25,0,1,0,0,2,13
1325,26,0,2,0,0,2,13
1326,27,0,2,0,0,2,13
1327,28,0,2,0,0,2,13
1328,29,0,2,0,0,2,13
1329,30,0,2,0,0,2,13
1330,31,1,2,0,0,2,13
1331,32,1,2,0,0,2,13
1332,33,1,2,0,0,2,13
1333,34,1,2,0,0,2,13
1334,35,1,2,0,0,2,13
1335,36,1,2,0,0,2,13
1336,37,1,2,0,0,3,13
1337,38,2,2,0,0,4,13
1338,39,2,2,0,0,4,13
1339,40,2,2,0,0,4,13
1340,41,2,2,0,0,4,13
1341,42,2,2,0,0,4,13
1342,43,2,2,0,0,4,13
1343,44,2,2,0,0,4,13
1344,45,2,2,0,0,4,13
1345,46,2,2,0,0,4,13
1346,47,2,2,0,0,4,13
1347,48,2,2,0,0,4,13
1348,49,2,2,0,0,4,13
1349,50,2,2,0,0,4,13
1350,51,2,2,0,0,4,13
1351,52,2,2,0,0,4,13
1352,53,3,2,0,0,4,13
1353,54,3,2,0,0,4,13
1354,55,3,2,0,0,4,13
1355,56,3,2,0,0,4,13
1356,57,4,2,0,0,4,13
1357,58,4,2,0,0,4,13
1358,59,5,2,0,0,4,13
1359,60,5,3,0,0,4,13
1360,61,5,3,0,0,4,13
1361,62,5,3,0,0,4,13
1362,63,5,3,0,0,4,13
1363,64,5,3,0,0,4,13
1364,65,6,3,0,0,4,13
1365,66,6,3,0,0,4,13
1366,67,6,3,0,0,4,13
1367,68,6,3,0,0,4,13
1368,69,6,3,0,0,4,13
1369,70,6,3,0,0,4,13
1370,71,6,3,0,0,4,13
1371,72,6,3,1,0,4,13
1372,73,6,3,1,0,4,13
1373,74,6,3,1,0,4,13
1374,75,6,3,1,0,4,13
1375,76,6,3,1,0,4,13
1376,77,6,3,1,0,4,13
1377,78,6,3,1,0,4,13
1378,79,6,3,1,0,4,13
1379,80,6,3,1,0,4,13
1380,81,6,3,1,0,4,13
1381,82,6,3,1,0,4,13
1382,83,6,3,1,0,4,13
1383,84,6,3,1,0,4,13
1384,85,6,3,1,0,4,13
1385,86,6,3,1,0,4,13
1386,87,6,3,1,0,4,13
1387,88,6,3,1,0,4,13
1388,89,6,3,1,0,4,13
1389,90,6,3,1,0,4,13
1390,91,6,3,1,0,4,13
1391,92,6,3,1,0,4,13
1392,93,6,3,1,0,4,13
1393,94,6,3,1,0,4,13
1394,95,6,3,1,0,4,13
1395,96,6,3,1,0,4,13
1396,97,6,3,1,0,4,13
1397,98,7,3,1,0,4,13
1398,99,7,3,1,0,4,13
1399,100,7,3,1,0,4,13
1400,1,0,0,0,0,0,14
1401,2,0,0,0,0,0,14
1402,3,0,0,0,0,0,14
1403,4,0,0,0,0,0,14
1404,5,0,0,0,0,0,14
1405,6,0,0,0,0,0,14
1406,7,0,0,0,0,0,14
1407,8,0,0,0,0,0,14
1408,9,0,0,0,0,0,14
1409,10,0,0,0,0,0,14
1410,11,0,0,0,0,0,14
1411,12,0,0,0,0,0,14
1412,13,0,0,0,0,0,14
1413,14,0,0,0,0,0,14
1414,15,0,0,0,0,0,14
1415,16,0,0,0,0,0,14
1416,17,0,0,0,0,0,14
1417,18,0,0,0,0,0,14
1418,19,0,0,0,0,0,14
1419,20,0,0,0,0,1,14
1420,21,0,0,0,0,1,14
1421,22,0,0,0,0,1,14
1422,23,0,0,0,0,1,14
1423,24,1,0,0,0,1,14
1424,25,1,0,0,0,2,14
1425,26,1,0,0,0,2,14
1426,27,1,0,0,0,2,14
1427,28,1,0,0,0,2,14
1428,29,1,0,0,0,3,14
1429,30,1,0,0,0,3,14
1430,31,1,0,0,0,3,14
1431,32,1,0,0,0,4,14
1432,33,1,0,1,0,4,14
1433,34,1,0,1,0,4,14
1434,35,1,0,1,0,4,14
1435,36,1,0,1,0,4,14
1436,37,1,0,1,0,4,14
1437,38,1,0,1,0,4,14
1438,39,1,0,1,0,4,14
1439,40,2,0,1,0,4,14
1440,41,2,0,1,0,4,14
1441,42,2,0,1,0,4,14
1442,43,2,0,1,0,4,14
1443,44,2,0,1,0,4,14
1444,45,2,0,1,0,4,14
1445,46,2,0,1,0,4,14
1446,47,2,0,1,0,4,14
1447,48,2,0,1,0,4,14
1448,49,2,0,1,0,4,14
1449,50,2,0,1,0,4,14
1450,51,2,0,1,0,4,14
1451,52,2,0,1,0,4,14
1452,53,2,0,1,0,4,14
1453,54,2,0,1,0,4,14
1454,55,2,0,1,0,4,14
1455,56,2,0,1,0,4,14
1456,57,2,0,1,0,4,14
1457,58,2,0,1,0,4,14
1458,59,2,0,1,0,4,14
1459,60,2,0,1,0,4,14
1460,61,2,0,1,0,4,14
1461,62,2,0,1,0,4,14
1462,63,2,0,1,0,4,14
1463,64,3,0,1,0,4,14
1464,65,3,0,1,0,4,14
1465,66,3,0,1,1,4,14
1466,67,3,0,1,1,4,14
1467,68,3,0,1,1,4,14
1468,69,3,0,1,1,4,14
1469,70,3,0,1,1,4,14
1470,71,3,0,1,1,4,14
1471,72,3,0,1,1,4,14
1472,73,3,0,1,1,4,14
1473,74,3,0,1,1,4,14
1474,75,3,0,1,1,4,14
1475,76,3,0,1,1,4,14
1476,77,3,0,1,1,4,14
1477,78,3,0,1,1,4,14
1478,79,4,0,1,1,4,14
1479,80,4,0,1,1,4,14
1480,81,4,0,1,1,4,14
1481,82,5,0,1,1,4,14
1482,83,5,0,1,1,4,14
1483,84,5,0,1,1,4,14
1484,85,5,0,1,1,4,14
1485,86,5,0,1,1,4,14
1486,87,5,0,1,1,4,14
1487,88,5,0,1,1,4,14
1488,89,5,0,1,1,4,14
1489,90,5,0,1,1,4,14
1490,91,5,0,1,1,4,14
1491,92,5,0,1,1,4,14
1492,93,5,0,1,1,4,14
1493,94,5,0,1,1,4,14
1494,95,5,0,1,1,4,14
1495,96,5,0,1,1,4,14
1496,97,5,0,1,1,4,14
1497,98,5,0,1,1,4,14
1498,99,5,0,1,1,4,14
1499,100,5,0,1,1,4,14
1500,1,0,0,0,0,0,15
1501,2,0,0,0,0,0,15
1502,3,0,0,0,0,0,15
1503,4,0,0,0,0,0,15
1504,5,0,0,0,0,0,15
1505,6,0,0,0,0,0,15
1506,7,0,0,0,0,0,15
1507,8,0,0,0,0,0,15
1508,9,0,0,0,0,0,15
1509,10,0,0,0,0,0,15
1510,11,0,0,0,0,0,15
1511,12,0,0,0,0,0,15
1512,13,0,0,0,0,0,15
1513,14,0,0,0,0,0,15
1514,15,0,0,0,0,0,15
1515,16,0,0,0,0,0,15
1516,17,0,0,0,0,0,15
1517,18,0,0,0,0,0,15
1518,19,0,0,0,0,0,15
1519,20,0,0,0,0,0,15
1520,21,0,0,0,0,0,15
1521,22,0,0,0,0,0,15
1522,23,0,0,0,0,1,15
1523,24,0,1,0,0,1,15
1524,25,1,1,0,0,1,15
1525,26,1,1,0,0,1,15
1526,27,1,1,0,0,1,15
1527,28,1,2,0,0,1,15
1528,29,1,2,0,0,1,15
1529,30,1,2,0,0,2,15
1530,31,1,2,0,0,3,15
1531,32,1,2,0,0,3,15
1532,33,1,2,0,0,3,15
1533,34,1,3,0,0,3,15
1534,35,1,3,0,0,4,15
1535,36,1,3,0,0,4,15
1536,37,1,3,0,0,4,15
1537,38,2,3,0,0,4,15
1538,39,2,3,0,0,4,15
1539,40,2,3,0,0,4,15
1540,41,2,3,0,0,4,15
1541,42,2,3,0,0,4,15
1542,43,2,3,0,0,4,15
1543,44,2,3,0,0,4,15
1544,45,2,3,0,0,4,15
1545,46,3,3,0,0,4,15
1546,47,3,3,0,0,4,15
1547,48,3,3,0,0,4,15
1548,49,4,3,0,0,4,15
1549,50,4,3,0,0,4,15
1550,51,4,3,0,0,4,15
1551,52,4,4,0,0,4,15
1552,53,4,4,0,0,4,15
1553,54,4,4,0,0,4,15
1554,55,4,4,0,0,4,15
1555,56,4,4,0,0,4,15
1556,57,4,4,0,0,4,15
1557,58,4,4,0,0,4,15
1558,59,4,4,0,0,4,15
1559,60,4,4,0,0,4,15
1560,61,4,4,0,0,4,15
1561,62,5,4,0,0,4,15
1562,63,5,4,0,0,4,15
1563,64,5,4,0,0,4,15
1564,65,5,4,0,0,4,15
1565,66,5,4,0,0,4,15
1566,67,5,4,0,0,4,15
1567,68,5,4,0,0,4,15
1568,69,5,4,1,0,4,15
1569,70,5,4,1,0,4,15
1570,71,5,4,1,0,4,15
1571,72,5,4,1,0,4,15
1572,73,6,4,1,0,4,15
1573,74,6,4,1,0,4,15
1574,75,6,4,1,0,4,15
1575,76,6,4,1,0,4,15
1576,77,6,4,1,0,4,15
1577,78,6,4,1,0,4,15
1578,79,6,4,1,0,4,15
1579,80,6,4,1,0,4,15
1580,81,6,4,1,0,4,15
1581,82,6,4,1,0,4,15
1582,83,6,4,1,0,4,15
1583,84,6,4,1,0,4,15
1584,85,6,4,1,0,4,15
1585,86,6,4,1,0,4,15
1586,87,6,4,1,0,4,15
1587,88,6,4,1,0,4,15
1588,89,6,4,1,0,4,15
1589,90,6,4,1,0,4,15
1590,91,6,4,1,0,4,15
1591,92,6,4,1,0,4,15
1592,93,6,4,1,0,4,15
1593,94,6,4,1,0,4,15
1594,95,6,4,1,0,4,15
1595,96,6,4,1,0,4,15
1596,97,6,4,1,0,4,15
1597,98,6,4,1,0,4,15
1598,99,6,4,1,0,4,15
1599,100,6,4,1,0,4,15
1600,1,0,0,0,0,0,16
1601,2,0,0,0,0,0,16
1602,3,0,0,0,0,0,16
1603,4,0,0,0,0,0,16
1604,5,0,0,0,0,0,16
1605,6,0,0,0,0,0,16
1606,7,0,0,0,0,0,16
1607,8,0,0,0,0,0,16
1608,9,0,0,0,0,0,16
1609,10,0,0,0,0,0,16
1610,11,0,0,0,0,0,16
1611,12,1,0,0,0,0,16
1612,13,1,0,0,0,0,16
1613,14,1,0,0,0,0,16
1614,15,1,0,0,0,0,16
1615,16,1,0,0,0,0,16
1616,17,1,0,0,0,0,16
1617,18,1,0,0,0,0,16
1618,19,1,0,0,0,0,16
1619,20,1,0,0,0,0,16
1620,21,1,0,0,0,1,16
1621,22,1,0,0,0,1,16
1622,23,1,0,0,0,1,16
1623,24,2,0,0,0,1,16
1624,25,2,0,0,0,1,16
1625,26,2,0,0,0,1,16
1626,27,2,0,0,0,1,16
1627,28,2,0,0,0,2,16
1628,29,2,0,0,0,2,16
1629,30,2,0,0,0,2,16
1630,31,2,0,0,0,3,16
1631,32,2,0,0,0,3,16
1632,33,2,0,0,0,3,16
1633,34,2,0,0,0,3,16
1634,35,2,0,0,0,3,16
1635,36,2,0,0,0,3,16
1636,37,2,0,0,0,3,16
1637,38,2,0,0,0,3,16
1638,39,2,0,0,0,3,16
1639,40,3,0,0,0,3,16
1640,41,3,0,0,0,3,16
1641,42,3,0,0,0,3,16
1642,43,3,0,0,0,3,16
1643,44,3,0,0,0,3,16
1644,45,3,0,0,0,3,16
1645,46,4,0,0,0,3,16
1646,47,4,0,0,0,3,16
1647,48,4,0,0,0,3,16
1648,49,4,0,0,0,3,16
1649,50,4,0,0,0,3,16
1650,51,4,0,0,0,3,16
1651,52,4,0,0,0,3,16
1652,53,4,0,0,0,3,16
1653,54,4,0,0,0,3,16
1654,55,4,0,0,0,3,16
1655,56,4,0,0,0,3,16
1656,57,4,0,0,0,3,16
1657,58,4,0,0,0,3,16
1658,59,4,0,0,0,3,16
1659,60,4,0,0,0,3,16
1660,61,5,0,0,0,3,16
1661,62,5,0,0,0,3,16
1662,63,5,0,0,0,3,16
1663,64,5,0,0,0,3,16
1664,65,5,0,0,0,4,16
1665,66,5,0,0,0,4,16
1666,67,5,0,0,0,4,16
1667,68,5,0,0,0,4,16
1668,69,5,0,0,0,4,16
1669,70,5,0,0,0,4,16
1670,71,5,0,0,0,4,16
1671,72,6,0,0,0,4,16
1672,73,6,0,0,0,4,16
1673,74,6,1,0,0,4,16
1674,75,6,1,0,0,4,16
1675,76,6,2,0,0,4,16
1676,77,6,2,0,0,4,16
1677,78,6,2,0,0,4,16
1678,79,6,2,0,0,4,16
1679,80,6,2,0,0,4,16
1680,81,6,2,0,0,4,16
1681,82,6,3,0,0,4,16
1682,83,6,3,0,0,4,16
1683,84,6,3,0,0,4,16
1684,85,6,3,0,0,4,16
1685,86,6,3,0,0,4,16
1686,87,6,3,0,0,4,16
1687,88,6,3,0,0,4,16
1688,89,6,3,0,0,4,16
1689,90,6,3,0,0,4,16
1690,91,6,3,0,0,4,16
1691,92,6,3,0,0,4,16
1692,93,6,3,0,0,4,16
1693,94,6,3,0,0,4,16
1694,95,6,3,0,0,4,16
1695,96,6,3,0,0,4,16
